feature	ham_probability	spam_probability
apollon	2.1817902549029191e-07	5.45673261218974e-07
apollonian	2.1817902549029191e-07	2.182693044875896e-06
apologetic	4.3635805098058383e-07	2.72836630609487e-06
apologetics	2.1817902549029191e-07	5.45673261218974e-07
apologia	2.1817902549029191e-07	3.819712828532818e-06
apologies	1.4181636656868974e-05	1.909856414266409e-05
apologise	1.963611229412627e-06	4.638222720361279e-06
apologist	2.1817902549029191e-07	5.45673261218974e-07
apologists	4.3635805098058383e-07	2.72836630609487e-07
apologize	3.381774895099525e-05	3.274039567313844e-05
apologized	2.618148305883503e-06	1.091346522437948e-06
apologizes	2.1817902549029191e-07	5.45673261218974e-07
apologue	2.1817902549029191e-07	8.185098918284611e-07
apology	1.7454322039223353e-06	8.18509891828461e-06
apomecometry	2.1817902549029191e-07	2.72836630609487e-06
apometabolous	2.1817902549029191e-07	1.091346522437948e-06
apophantic	2.1817902549029191e-07	5.45673261218974e-07
apophthegm	2.1817902549029191e-07	8.185098918284611e-07
apoplectic	2.1817902549029191e-07	8.185098918284611e-07
apoquinine	2.1817902549029191e-07	5.45673261218974e-07
aportaciones	2.1817902549029191e-07	5.45673261218974e-07
aportación	2.1817902549029191e-07	5.45673261218974e-07
aportado	2.1817902549029191e-07	5.45673261218974e-07
aportando	2.1817902549029191e-07	5.45673261218974e-07
aportar	2.1817902549029191e-07	5.45673261218974e-07
apostate	2.1817902549029191e-07	3.2740395673138443e-06
apostategood	2.1817902549029191e-07	5.45673261218974e-07
aposthia	2.1817902549029191e-07	5.45673261218974e-07
apostila	2.1817902549029191e-07	1.364183153047435e-06
apostilas	2.1817902549029191e-07	1.364183153047435e-06
apostle	6.545370764708757e-07	2.455529675485383e-06
apostles	4.3635805098058383e-07	2.72836630609487e-07
apostolic	2.1817902549029191e-07	2.72836630609487e-06
apostrophe	2.1817902549029191e-07	3.2740395673138443e-06
apostrophia	2.1817902549029191e-07	5.45673261218974e-07
apothecary	2.1817902549029191e-07	2.182693044875896e-06
apothegm	2.1817902549029191e-07	2.182693044875896e-06
apotheosis	2.1817902549029191e-07	2.72836630609487e-06
apovst	2.1817902549029191e-07	5.45673261218974e-07
apoyar	2.1817902549029191e-07	8.185098918284611e-07
apoyará	2.1817902549029191e-07	5.45673261218974e-07
apoyo	2.1817902549029191e-07	2.455529675485383e-06
app	3.0545063568640866e-06	9.276445440722558e-06
appa	4.3635805098058383e-07	2.72836630609487e-07
appalachia	6.545370764708757e-07	3.2740395673138443e-06
appalachian	1.3090741529417515e-06	2.72836630609487e-07
appalachians	2.1817902549029191e-07	5.45673261218974e-07
appall	2.1817902549029191e-07	9.549282071332045e-06
appalling	1.5272531784320433e-06	5.45673261218974e-07
appallingly	2.1817902549029191e-07	1.364183153047435e-06
appaloosas	2.1817902549029191e-07	5.45673261218974e-07
appanage	2.1817902549029191e-07	2.72836630609487e-06
apparant	8.727161019611677e-07	2.72836630609487e-07
apparantly	2.399969280393211e-06	2.72836630609487e-07
apparat	2.1817902549029191e-07	5.45673261218974e-07
apparatus	2.1817902549029191e-07	2.72836630609487e-06
apparel	4.3635805098058383e-07	1.637019783656922e-05
apparent	2.050882839608744e-05	4.638222720361279e-06
apparently	4.232673094511663e-05	5.7295692427992274e-06
apparition	2.1817902549029191e-07	2.72836630609487e-06
appbrovnsal	2.1817902549029191e-07	5.45673261218974e-07
appclroval	2.1817902549029191e-07	8.185098918284611e-07
appeal	9.16351907059226e-06	1.3641831530474351e-05
appealed	3.2726853823543784e-06	2.72836630609487e-07
appealing	1.7454322039223353e-06	2.72836630609487e-06
appeals	4.363580509805838e-06	2.182693044875896e-06
appear	6.872639302944195e-05	2.182693044875896e-05
appearance	6.7635497901990495e-06	1.6643034467178707e-05
appearanceraise	2.1817902549029191e-07	5.45673261218974e-07
appearances	1.7454322039223353e-06	1.364183153047435e-06
appeared	2.2472439625500067e-05	1.9371400773273578e-05
appearing	3.0545063568640866e-06	1.091346522437948e-06
appears	9.534423413925756e-05	1.5824524575350246e-05
appearson	2.1817902549029191e-07	8.185098918284611e-07
appeasable	2.1817902549029191e-07	3.2740395673138443e-06
appease	1.7454322039223353e-06	4.092549459142305e-06
appeased	6.545370764708757e-07	5.45673261218974e-07
appeasement	2.1817902549029191e-07	8.185098918284611e-07
appeasing	8.727161019611677e-07	2.72836630609487e-07
appeawred	2.1817902549029191e-07	5.45673261218974e-07
appel	4.3635805098058383e-07	2.72836630609487e-07
appelant	2.1817902549029191e-07	8.185098918284611e-07
appeler	2.1817902549029191e-07	5.45673261218974e-07
appellant	2.1817902549029191e-07	1.909856414266409e-06
appellate	4.3635805098058383e-07	3.2740395673138443e-06
appellatory	2.1817902549029191e-07	5.45673261218974e-07
appelé	2.1817902549029191e-07	5.45673261218974e-07
append	8.727161019611677e-07	1.6370197836569222e-06
appendage	4.3635805098058383e-07	3.0012029367043573e-06
appended	2.399969280393211e-06	2.72836630609487e-07
appendices	1.7454322039223353e-06	4.638222720361279e-06
appendix	6.327191739218465e-06	5.45673261218974e-06
appened	2.1817902549029191e-07	5.45673261218974e-07
apperception	2.1817902549029191e-07	4.911059350970766e-06
appertain	2.1817902549029191e-07	2.455529675485383e-06
appertains	2.1817902549029191e-07	5.45673261218974e-07
appetite	6.7635497901990495e-06	2.6192316538510755e-05
appetites	2.1817902549029191e-07	5.45673261218974e-07
appetitetrillionth	2.1817902549029191e-07	5.45673261218974e-07
appetizer	8.727161019611677e-07	2.72836630609487e-07
appetizers	8.727161019611677e-07	2.72836630609487e-07
appharoved	2.1817902549029191e-07	5.45673261218974e-07
apphmroval	2.1817902549029191e-07	5.45673261218974e-07
appian	2.1817902549029191e-07	4.638222720361279e-06
appid	2.1817902549029191e-07	8.185098918284611e-07
appiiances	2.1817902549029191e-07	8.185098918284611e-07
appiicabie	2.1817902549029191e-07	5.45673261218974e-07
appiication	2.1817902549029191e-07	8.457935548894097e-06
appiications	2.1817902549029191e-07	7.639425657065636e-06
appiied	2.1817902549029191e-07	2.455529675485383e-06
appilcatlon	2.1817902549029191e-07	5.45673261218974e-07
appionted	2.1817902549029191e-07	1.091346522437948e-06
appiontments	2.1817902549029191e-07	8.185098918284611e-07
appl	2.1817902549029191e-07	1.909856414266409e-06
applanate	2.1817902549029191e-07	1.909856414266409e-06
applaud	3.2726853823543784e-06	3.5468761979233314e-06
applauded	3.2726853823543784e-06	1.091346522437948e-06
applauding	4.3635805098058383e-07	2.72836630609487e-07
applause	1.0908951274514595e-06	6.548079134627689e-06
applausecadmium	2.1817902549029191e-07	5.45673261218974e-07
apple	1.3090741529417515e-06	4.474520741995587e-05
applebaum	8.727161019611677e-07	2.72836630609487e-07
appleby	1.963611229412627e-06	3.5468761979233314e-06
applegate	4.3635805098058383e-07	5.45673261218974e-07
applejack	2.1817902549029191e-07	3.0012029367043573e-06
applel	2.1817902549029191e-07	1.364183153047435e-06
apples	6.545370764708757e-07	2.72836630609487e-07
applet	6.545370764708757e-07	2.72836630609487e-07
appleton	4.3635805098058383e-07	1.909856414266409e-06
appletondebunk	2.1817902549029191e-07	5.45673261218974e-07
appletree	2.1817902549029191e-07	5.45673261218974e-07
applets	6.545370764708757e-07	2.72836630609487e-07
applewhite	4.3635805098058383e-07	2.72836630609487e-07
appli	2.1817902549029191e-07	1.6370197836569222e-06
appliance	2.8363273313737948e-06	7.639425657065636e-06
appliances	1.7454322039223353e-06	3.0012029367043573e-06
applic	2.1817902549029191e-07	5.45673261218974e-07
applicabie	2.1817902549029191e-07	5.45673261218974e-07
applicability	2.399969280393211e-06	8.185098918284611e-07
applicable	2.9235989415699114e-05	1.1459138485598455e-05
applicant	2.618148305883503e-06	2.3191113601806397e-05
applicants	8.072623943140801e-06	2.72836630609487e-06
applicantsadie	2.1817902549029191e-07	5.45673261218974e-07
applicat	2.1817902549029191e-07	1.364183153047435e-06
applicate	2.1817902549029191e-07	2.72836630609487e-06
applicatesugar	2.1817902549029191e-07	8.185098918284611e-07
applicati	2.1817902549029191e-07	5.45673261218974e-07
applicatiion	2.1817902549029191e-07	5.45673261218974e-07
applicatiions	1.0908951274514595e-06	2.72836630609487e-07
application	0.00013658006995692274	0.00019207698794907886
applicationfor	2.1817902549029191e-07	5.45673261218974e-07
applicationin	2.1817902549029191e-07	5.45673261218974e-07
applications	8.421710383925268e-05	8.594353864198841e-05
applicatively	2.1817902549029191e-07	5.45673261218974e-07
applicator	2.1817902549029191e-07	8.185098918284611e-07
applicators	2.1817902549029191e-07	5.45673261218974e-07
applicdwant	2.1817902549029191e-07	5.45673261218974e-07
applichem	2.1817902549029191e-07	5.45673261218974e-07
applicsyant	2.1817902549029191e-07	5.45673261218974e-07
appliction	4.3635805098058383e-07	2.72836630609487e-07
applied	4.930845976080597e-05	2.0462747295711526e-05
appliedcarnegie	2.1817902549029191e-07	5.45673261218974e-07
applies	1.1345309325495179e-05	2.373678686302537e-05
applique	2.1817902549029191e-07	3.0012029367043573e-06
applix	4.3635805098058383e-07	2.72836630609487e-07
applwy	2.1817902549029191e-07	5.45673261218974e-07
apply	4.8653922684335095e-05	8.730772179503585e-05
applying	1.8108859115694228e-05	5.7295692427992274e-06
applyingour	2.1817902549029191e-07	5.45673261218974e-07
applyleads	2.1817902549029191e-07	8.185098918284611e-07
applymed	2.1817902549029191e-07	1.6370197836569222e-06
applys	2.1817902549029191e-07	5.45673261218974e-07
appoint	5.454475637257298e-06	4.638222720361279e-06
appointe	2.1817902549029191e-07	1.6370197836569222e-06
appointed	2.7054199160796198e-05	9.276445440722558e-06
appointee	3.4908644078446706e-06	3.0012029367043573e-06
appointees	2.618148305883503e-06	2.72836630609487e-07
appointing	1.7454322039223353e-06	5.45673261218974e-07
appointment	2.1381544498048606e-05	3.164904915070049e-05
appointments	8.727161019611676e-06	3.274039567313844e-05
appointmentsno	2.1817902549029191e-07	5.45673261218974e-07
appoints	2.618148305883503e-06	5.45673261218974e-07
appolized	4.3635805098058383e-07	2.72836630609487e-07
appollo	6.545370764708757e-07	2.72836630609487e-07
appologies	8.727161019611677e-07	2.72836630609487e-07
appologise	2.1817902549029191e-07	1.091346522437948e-06
appologize	8.727161019611677e-07	8.185098918284611e-07
appologizes	2.1817902549029191e-07	3.0012029367043573e-06
apport	2.1817902549029191e-07	1.364183153047435e-06
apportion	2.1817902549029191e-07	2.182693044875896e-06
apportioned	4.3635805098058383e-07	2.72836630609487e-07
apposed	6.545370764708757e-07	2.72836630609487e-07
apposite	2.1817902549029191e-07	3.5468761979233314e-06
appositeconic	2.1817902549029191e-07	5.45673261218974e-07
apposition	2.1817902549029191e-07	2.72836630609487e-06
appositional	2.1817902549029191e-07	5.45673261218974e-07
appox	4.3635805098058383e-07	5.45673261218974e-07
apppears	8.727161019611677e-07	2.72836630609487e-07
appproved	2.1817902549029191e-07	1.364183153047435e-06
appr	2.1817902549029191e-07	6.820915765237176e-06
appraisal	1.963611229412627e-06	5.7295692427992274e-06
appraisals	6.545370764708757e-07	1.091346522437948e-06
appraise	4.3635805098058383e-07	5.183895981580253e-06
appraised	1.0908951274514595e-06	1.091346522437948e-06
appraisement	2.1817902549029191e-07	5.45673261218974e-07
appraisers	2.1817902549029191e-07	1.091346522437948e-06
appraisingly	2.1817902549029191e-07	5.45673261218974e-07
apprdove	2.1817902549029191e-07	5.45673261218974e-07
appreaciate	6.545370764708757e-07	2.72836630609487e-07
appreacited	4.3635805098058383e-07	2.72836630609487e-07
apprecaite	6.545370764708757e-07	2.72836630609487e-07
appreciable	2.1817902549029191e-07	1.909856414266409e-06
appreciate	0.00015010716953732083	3.9015638177156646e-05
appreciated	4.778120658237393e-05	1.828005425083563e-05
appreciates	2.399969280393211e-06	5.45673261218974e-07
appreciating	1.0908951274514595e-06	1.091346522437948e-06
appreciation	1.2872562503927223e-05	1.5278851314131272e-05
appreciative	1.5272531784320433e-06	8.185098918284611e-07
apprehend	2.1817902549029191e-07	2.182693044875896e-06
apprehensible	2.1817902549029191e-07	8.185098918284611e-07
apprehension	4.3635805098058383e-07	3.0012029367043573e-06
apprehensive	2.1817902549029191e-07	1.091346522437948e-05
apprehensiveness	2.1817902549029191e-07	5.45673261218974e-07
apprentice	2.1817902549029191e-07	2.182693044875896e-06
apprentices	2.1817902549029191e-07	5.45673261218974e-07
apprenticeship	2.1817902549029191e-07	5.45673261218974e-07
apprently	4.3635805098058383e-07	2.72836630609487e-07
apprgm	2.1817902549029191e-07	5.45673261218974e-07
apprgoved	2.1817902549029191e-07	5.45673261218974e-07
appriciate	4.3635805098058383e-07	2.72836630609487e-07
apprise	2.181790254902919e-06	3.819712828532818e-06
apprised	3.0545063568640866e-06	5.45673261218974e-07
apprising	2.1817902549029191e-07	1.6370197836569222e-06
appro	2.1817902549029191e-07	8.185098918284611e-07
approach	0.00012174389622358289	2.4282460124244345e-05
approached	2.072700742157773e-05	8.18509891828461e-06
approaches	2.0945186447068024e-05	8.185098918284611e-07
approaching	1.5708889835301017e-05	5.183895981580253e-06
approbation	2.1817902549029191e-07	2.455529675485383e-06
approchez	2.1817902549029191e-07	5.45673261218974e-07
approciate	4.3635805098058383e-07	2.72836630609487e-07
approova	2.1817902549029191e-07	5.45673261218974e-07
approovved	2.1817902549029191e-07	5.45673261218974e-07
approp	4.3635805098058383e-07	2.72836630609487e-07
appropiate	4.3635805098058383e-07	2.72836630609487e-07
approporate	6.545370764708757e-07	2.72836630609487e-07
appropriable	2.1817902549029191e-07	3.0012029367043573e-06
appropriate	0.00013679824898241302	3.819712828532818e-05
appropriated	2.1817902549029191e-07	5.45673261218974e-07
appropriately	1.2872562503927223e-05	3.0012029367043573e-06
appropriateness	1.3090741529417515e-06	2.72836630609487e-07
appropriation	4.3635805098058383e-07	5.45673261218974e-07
appropriations	5.454475637257298e-06	5.45673261218974e-07
appropriators	4.3635805098058383e-07	2.72836630609487e-07
approriate	4.3635805098058383e-07	2.72836630609487e-07
approv	2.1817902549029191e-07	1.6370197836569222e-06
approva	2.1817902549029191e-07	2.455529675485383e-06
approval	0.00023301519922363175	9.303729103783508e-05
approvale	4.3635805098058383e-07	2.72836630609487e-07
approvalofthefirst	2.1817902549029191e-07	5.45673261218974e-07
approvals	2.509058793138357e-05	1.8552890881445117e-05
approvalsbefore	2.1817902549029191e-07	8.185098918284611e-07
approve	4.276308899609721e-05	1.47331780529123e-05
approved	0.0001215257171980926	0.00026765273462790674
approveddrugs	2.1817902549029191e-07	1.091346522437948e-06
approvedl	2.1817902549029191e-07	1.364183153047435e-06
approvefvd	2.1817902549029191e-07	5.45673261218974e-07
approver	2.4654229880402984e-05	2.72836630609487e-07
approvers	5.454475637257298e-06	2.72836630609487e-07
approves	6.327191739218465e-06	2.72836630609487e-07
approving	8.727161019611676e-06	2.72836630609487e-07
approvjz	2.1817902549029191e-07	8.185098918284611e-07
approvved	2.1817902549029191e-07	8.185098918284611e-07
approx	3.77449714098205e-05	9.822118701941533e-06
approximable	2.1817902549029191e-07	2.72836630609487e-06
approximant	2.1817902549029191e-07	2.182693044875896e-06
approximate	1.1345309325495179e-05	8.18509891828461e-06
approximated	2.1817902549029191e-07	5.45673261218974e-07
approximateiy	2.1817902549029191e-07	2.0462747295711526e-05
approximately	0.00011258037715299062	5.756852905860176e-05
approximating	1.5272531784320433e-06	2.72836630609487e-07
approximation	3.927222458825254e-06	2.72836630609487e-07
approximations	6.545370764708757e-07	1.091346522437948e-06
apprroved	2.1817902549029191e-07	8.185098918284611e-07
apps	4.145401484315546e-06	5.45673261218974e-07
appt	1.7454322039223353e-06	5.45673261218974e-07
appts	8.727161019611677e-07	2.72836630609487e-07
appui	2.1817902549029191e-07	5.45673261218974e-07
appurtenance	1.0908951274514595e-06	5.45673261218974e-07
appx	4.3635805098058383e-07	2.72836630609487e-07
appyroved	2.1817902549029191e-07	5.45673261218974e-07
apqhl	2.1817902549029191e-07	5.45673261218974e-07
apqjl	2.1817902549029191e-07	5.45673261218974e-07
apqswrnb	2.1817902549029191e-07	5.45673261218974e-07
apr	2.5963304033344736e-05	5.374881623006894e-05
aprati	8.727161019611677e-07	2.72836630609487e-07
aprea	4.3635805098058383e-07	2.72836630609487e-07
apreciador	2.1817902549029191e-07	5.45673261218974e-07
apreciate	4.3635805098058383e-07	8.185098918284611e-07
aprenda	2.1817902549029191e-07	1.091346522437948e-06
aprende	2.1817902549029191e-07	3.5468761979233314e-06
aprender	2.1817902549029191e-07	1.364183153047435e-06
aprendern	2.1817902549029191e-07	5.45673261218974e-07
aprendidas	2.1817902549029191e-07	8.185098918284611e-07
aprendido	2.1817902549029191e-07	5.45673261218974e-07
aprendizado	2.1817902549029191e-07	8.185098918284611e-07
aprendizaje	2.1817902549029191e-07	5.45673261218974e-07
apres	2.1817902549029191e-07	5.45673261218974e-07
apresenta	2.1817902549029191e-07	1.364183153047435e-06
apresentado	2.1817902549029191e-07	8.185098918284611e-07
apresentados	2.1817902549029191e-07	1.909856414266409e-06
apresentando	2.1817902549029191e-07	8.185098918284611e-07
apresentao	2.1817902549029191e-07	8.185098918284611e-07
apresentar	2.1817902549029191e-07	4.911059350970766e-06
apresentava	2.1817902549029191e-07	5.45673261218974e-07
apresentação	2.1817902549029191e-07	5.45673261218974e-07
apresentações	2.1817902549029191e-07	5.45673261218974e-07
apri	4.3635805098058383e-07	2.455529675485383e-06
aprication	2.1817902549029191e-07	1.909856414266409e-06
apricot	2.1817902549029191e-07	1.364183153047435e-06
april	0.00040603116643743323	3.846996491593767e-05
aprilett	2.1817902549029191e-07	5.45673261218974e-07
aprilol	6.545370764708757e-07	2.72836630609487e-07
aprime	2.1817902549029191e-07	5.45673261218974e-07
aprimore	2.1817902549029191e-07	5.45673261218974e-07
apro	4.3635805098058383e-07	2.72836630609487e-07
aproach	4.3635805098058383e-07	2.72836630609487e-07
aproached	6.545370764708757e-07	2.72836630609487e-07
aprobacin	2.1817902549029191e-07	5.45673261218974e-07
aprobado	2.1817902549029191e-07	2.72836630609487e-06
aprobados	2.1817902549029191e-07	5.45673261218974e-07
aprof	2.1817902549029191e-07	5.45673261218974e-07
aprofundar	2.1817902549029191e-07	8.185098918284611e-07
aprol	6.545370764708757e-07	2.72836630609487e-07
apron	2.1817902549029191e-07	2.72836630609487e-06
apronlike	2.1817902549029191e-07	5.45673261218974e-07
apropiado	2.1817902549029191e-07	5.45673261218974e-07
apropos	2.1817902549029191e-07	1.364183153047435e-06
aproudpenis	2.1817902549029191e-07	1.091346522437948e-06
aprovado	2.1817902549029191e-07	7.639425657065636e-06
aprove	2.1817902549029191e-07	5.45673261218974e-07
aprovecha	2.1817902549029191e-07	1.6370197836569222e-06
aprovechar	4.3635805098058383e-07	8.185098918284611e-07
aprovecharemos	4.3635805098058383e-07	2.72836630609487e-07
aproveche	2.1817902549029191e-07	1.091346522437948e-06
aprovecho	2.1817902549029191e-07	5.45673261218974e-07
aproved	4.3635805098058383e-07	1.091346522437948e-06
aproveitamento	2.1817902549029191e-07	5.45673261218974e-07
aproveitando	2.1817902549029191e-07	5.45673261218974e-07
aprox	4.3635805098058383e-07	3.2740395673138443e-06
aproximadamente	2.1817902549029191e-07	1.091346522437948e-06
aproximado	2.1817902549029191e-07	5.45673261218974e-07
aproximately	6.545370764708757e-07	2.72836630609487e-07
aprs	6.545370764708757e-07	2.72836630609487e-07
après	2.1817902549029191e-07	5.45673261218974e-07
aps	9.16351907059226e-06	1.6370197836569222e-06
apsc	4.3635805098058383e-07	2.72836630609487e-07
apse	2.1817902549029191e-07	1.909856414266409e-06
apsobpams	2.1817902549029191e-07	5.45673261218974e-07
apst	2.1817902549029191e-07	5.45673261218974e-07
apt	4.145401484315546e-06	4.911059350970766e-06
aptcproved	2.1817902549029191e-07	5.45673261218974e-07
apterous	2.1817902549029191e-07	5.45673261218974e-07
aptitude	4.3635805098058383e-07	2.72836630609487e-06
aptness	2.1817902549029191e-07	5.45673261218974e-07
aptns	2.1817902549029191e-07	5.45673261218974e-07
aptop	2.1817902549029191e-07	1.091346522437948e-06
aptw	2.1817902549029191e-07	8.185098918284611e-07
apu	4.3635805098058383e-07	5.45673261218974e-07
apuestas	2.1817902549029191e-07	8.185098918284611e-07
apuleius	2.1817902549029191e-07	5.45673261218974e-07
apurada	2.1817902549029191e-07	5.45673261218974e-07
apurado	2.1817902549029191e-07	5.45673261218974e-07
apurate	2.1817902549029191e-07	5.45673261218974e-07
apv	4.3635805098058383e-07	2.72836630609487e-07
apvck	2.1817902549029191e-07	5.45673261218974e-07
apvgplicant	2.1817902549029191e-07	5.45673261218974e-07
apw	2.1817902549029191e-07	1.091346522437948e-06
apwl	2.1817902549029191e-07	1.3641831530474351e-05
apwmn	2.1817902549029191e-07	5.45673261218974e-07
apwo	4.3635805098058383e-07	2.72836630609487e-07
apwproved	2.1817902549029191e-07	5.45673261218974e-07
apx	5.6726546627475896e-06	2.72836630609487e-07
apxl	4.3635805098058383e-07	2.72836630609487e-07
apyalis	2.1817902549029191e-07	5.45673261218974e-07
apybproved	2.1817902549029191e-07	5.45673261218974e-07
apym	2.1817902549029191e-07	1.364183153047435e-06
apyrases	2.1817902549029191e-07	2.72836630609487e-06
apyware	2.1817902549029191e-07	5.45673261218974e-07
apzas	2.1817902549029191e-07	5.45673261218974e-07
apzvplicant	2.1817902549029191e-07	5.45673261218974e-07
apzw	2.1817902549029191e-07	5.45673261218974e-07
apúntate	2.1817902549029191e-07	8.185098918284611e-07
aq	1.0908951274514595e-06	3.0012029367043573e-06
aqa	2.1817902549029191e-07	5.45673261218974e-07
aqaba	2.1817902549029191e-07	5.45673261218974e-07
aqacoj	2.1817902549029191e-07	5.45673261218974e-07
aqaev	2.1817902549029191e-07	5.45673261218974e-07
aqaqkbwlzzcease	2.1817902549029191e-07	5.45673261218974e-07
aqb	2.1817902549029191e-07	5.45673261218974e-07
aqbii	2.1817902549029191e-07	8.185098918284611e-07
aqbxngh	2.1817902549029191e-07	5.45673261218974e-07
aqdeo	2.1817902549029191e-07	8.185098918284611e-07
aqe	2.1817902549029191e-07	5.45673261218974e-07
aqemkfg	2.1817902549029191e-07	5.45673261218974e-07
aqfrg	2.1817902549029191e-07	5.45673261218974e-07
aqghvwaljv	2.1817902549029191e-07	5.45673261218974e-07
aqgi	2.1817902549029191e-07	5.7295692427992274e-06
aqgiproducts	2.1817902549029191e-07	5.45673261218974e-07
aqgis	2.1817902549029191e-07	5.45673261218974e-07
aqhv	2.1817902549029191e-07	5.45673261218974e-07
aqhvj	2.1817902549029191e-07	5.45673261218974e-07
aqilxepf	2.1817902549029191e-07	5.45673261218974e-07
aqirpvwfbr	2.1817902549029191e-07	5.45673261218974e-07
aqkwg	2.1817902549029191e-07	5.45673261218974e-07
aql	2.1817902549029191e-07	1.6370197836569222e-06
aqlfjclkr	2.1817902549029191e-07	5.45673261218974e-07
aqmd	6.545370764708757e-07	2.72836630609487e-07
aqmr	2.1817902549029191e-07	5.45673261218974e-07
aqn	2.1817902549029191e-07	5.45673261218974e-07
aqnd	4.3635805098058383e-07	2.72836630609487e-07
aqnfcos	2.1817902549029191e-07	5.45673261218974e-07
aqnulpsx	2.1817902549029191e-07	8.185098918284611e-07
aqnxugsk	2.1817902549029191e-07	5.45673261218974e-07
aqoeedhjyofhfluwrze	2.1817902549029191e-07	5.45673261218974e-07
aqoj	2.1817902549029191e-07	5.45673261218974e-07
aqphy	2.1817902549029191e-07	8.185098918284611e-07
aqpppdxfhovktnydhfwolnq	2.1817902549029191e-07	5.45673261218974e-07
aqqchmeiz	2.1817902549029191e-07	5.45673261218974e-07
aqr	2.1817902549029191e-07	8.185098918284611e-07
aqsdv	2.1817902549029191e-07	5.45673261218974e-07
aqtcuzhdr	2.1817902549029191e-07	5.45673261218974e-07
aqtdaibnuf	2.1817902549029191e-07	5.45673261218974e-07
aqtvs	2.1817902549029191e-07	5.45673261218974e-07
aqu	2.1817902549029191e-07	9.822118701941533e-06
aqua	1.0908951274514595e-06	6.2752425040182016e-06
aquabiotech	2.1817902549029191e-07	5.45673261218974e-07
aquadrumanous	2.1817902549029191e-07	5.45673261218974e-07
aquagen	2.1817902549029191e-07	7.639425657065636e-06
aquagenics	2.1817902549029191e-07	8.185098918284611e-07
aquagenproduct	2.1817902549029191e-07	5.45673261218974e-07
aquarium	8.727161019611677e-07	8.185098918284611e-07
aquarius	2.1817902549029191e-07	6.2752425040182016e-06
aquascutum	2.1817902549029191e-07	3.0012029367043573e-06
aquatic	2.1817902549029191e-07	3.2740395673138443e-06
aquecedor	2.1817902549029191e-07	5.45673261218974e-07
aqueduct	2.1817902549029191e-07	2.182693044875896e-06
aqueducts	4.3635805098058383e-07	2.72836630609487e-07
aquela	2.1817902549029191e-07	8.185098918284611e-07
aquele	2.1817902549029191e-07	1.364183153047435e-06
aqueles	2.1817902549029191e-07	5.45673261218974e-07
aquellos	2.1817902549029191e-07	1.091346522437948e-06
aqueous	2.1817902549029191e-07	4.365386089751792e-06
aqueouspreparatory	2.1817902549029191e-07	5.45673261218974e-07
aqueousrichfield	2.1817902549029191e-07	5.45673261218974e-07
aqui	2.1817902549029191e-07	2.5919479907901267e-05
aquifers	6.545370764708757e-07	2.72836630609487e-07
aquiiino	2.1817902549029191e-07	3.0012029367043573e-06
aquila	4.647213242943218e-05	3.0012029367043573e-06
aquilino	2.1817902549029191e-07	1.6370197836569222e-06
aquilla	3.0545063568640866e-06	2.72836630609487e-07
aquilo	2.1817902549029191e-07	5.45673261218974e-07
aquinas	2.1817902549029191e-07	4.092549459142305e-06
aquire	2.1817902549029191e-07	1.909856414266409e-06
aquiroz	2.1817902549029191e-07	5.45673261218974e-07
aquisition	1.7454322039223353e-06	5.45673261218974e-07
aquisitions	4.3635805098058383e-07	2.72836630609487e-06
aquistion	4.3635805098058383e-07	5.45673261218974e-07
aquitance	2.1817902549029191e-07	5.45673261218974e-07
aqunp	2.1817902549029191e-07	5.45673261218974e-07
aquvefu	2.1817902549029191e-07	5.45673261218974e-07
aquéllas	2.1817902549029191e-07	8.185098918284611e-07
aquéllos	2.1817902549029191e-07	8.185098918284611e-07
aquí	2.1817902549029191e-07	1.4187504791693325e-05
aqv	2.1817902549029191e-07	5.45673261218974e-07
aqvde	2.1817902549029191e-07	5.45673261218974e-07
aqvdsoys	2.1817902549029191e-07	5.45673261218974e-07
aqw	2.1817902549029191e-07	8.185098918284611e-07
aqwcfu	2.1817902549029191e-07	5.45673261218974e-07
aqwcweem	2.1817902549029191e-07	5.45673261218974e-07
aqwcwpl	2.1817902549029191e-07	5.45673261218974e-07
aqwcwxrma	2.1817902549029191e-07	5.45673261218974e-07
aqxptfrr	2.1817902549029191e-07	5.45673261218974e-07
aqyok	2.1817902549029191e-07	5.45673261218974e-07
aqzc	2.1817902549029191e-07	8.185098918284611e-07
aqzq	2.1817902549029191e-07	5.45673261218974e-07
aqzqn	2.1817902549029191e-07	5.45673261218974e-07
aqzwkxs	2.1817902549029191e-07	8.185098918284611e-07
ar	1.8763396192165104e-05	4.992910340153612e-05
ara	8.727161019611677e-07	8.185098918284611e-07
arab	4.799938560786422e-06	1.2004811746817429e-05
arabela	2.1817902549029191e-07	5.45673261218974e-07
arabella	2.1817902549029191e-07	8.185098918284611e-07
arabenl	2.1817902549029191e-07	8.185098918284611e-07
arabesque	2.1817902549029191e-07	2.182693044875896e-06
arabesquelobo	2.1817902549029191e-07	5.45673261218974e-07
arabesqueshiny	2.1817902549029191e-07	5.45673261218974e-07
arabia	4.145401484315546e-06	6.548079134627689e-06
arabian	6.545370764708757e-07	2.72836630609487e-07
arabianizes	2.1817902549029191e-07	5.45673261218974e-07
arabians	2.1817902549029191e-07	5.45673261218974e-07
arabic	6.545370764708757e-07	6.2752425040182016e-06
arability	2.1817902549029191e-07	5.45673261218974e-07
arable	2.1817902549029191e-07	1.091346522437948e-06
